aeroporto,mese,voli_ritardo_basso,ritardo_medio_dep_basso,ritardo_medio_arr_basso,voli_ritardo_medio,ritardo_medio_dep_medio,ritardo_medio_arr_medio,voli_ritardo_alto,ritardo_medio_dep_alto,ritardo_medio_arr_alto,top_3_cause_ritardo_canc
ABR,7,98,-1.86,-10.18,12,35.67,32.67,14,132.29,138.29,DELAY_CARRIER|DELAY_NAS|DELAY_WEATHER
ABR,8,100,-3.28,-8.62,12,24.5,35.33,12,235.17,249.33,DELAY_CARRIER|DELAY_WEATHER|DELAY_NAS
ABR,9,114,-5.35,-16.53,0,,,6,140.33,132.33,DELAY_CARRIER
ABR,10,100,-4.54,-16.44,12,42.5,29.67,12,193.5,182.33,DELAY_CARRIER|DELAY_WEATHER
ABR,11,102,-4.59,-11.45,10,25.8,17.2,6,106.0,90.0,DELAY_CARRIER
ABR,12,82,-4.32,-8.1,16,34.12,25.5,20,356.8,348.1,DELAY_CARRIER|DELAY_NAS|CANC_WEATHER
ABY,1,100,-4.44,-10.1,10,26.6,18.6,14,304.86,294.14,DELAY_CARRIER|DELAY_WEATHER
ABY,2,90,-5.71,-7.69,14,27.71,15.57,12,199.33,194.83,DELAY_CARRIER|DELAY_WEATHER
ABY,3,112,-5.43,-9.23,4,43.0,39.0,8,140.5,131.0,DELAY_CARRIER|DELAY_WEATHER
ABY,4,98,-6.27,-3.1,14,35.43,39.0,8,130.25,137.0,DELAY_CARRIER|DELAY_NAS|DELAY_WEATHER
ABY,5,94,-6.02,-3.6,12,39.0,39.83,16,118.75,115.5,DELAY_CARRIER|DELAY_WEATHER|DELAY_NAS
ABY,6,100,-5.74,-6.76,10,45.6,40.0,8,72.0,66.25,DELAY_CARRIER|CANC_WEATHER
ABY,7,76,-5.92,3.29,14,29.43,27.43,26,186.23,188.0,DELAY_CARRIER|DELAY_WEATHER|DELAY_NAS
ABY,8,88,-4.55,-5.86,16,29.5,21.12,18,266.44,261.44,DELAY_CARRIER|CANC_WEATHER|DELAY_WEATHER
ABY,9,96,-6.85,-6.67,12,40.17,41.5,10,101.6,95.8,DELAY_CARRIER|DELAY_WEATHER|CANC_WEATHER
ABY,10,118,-6.73,-8.37,4,55.5,42.5,2,130.0,117.0,DELAY_CARRIER|DELAY_NAS
ABY,11,140,-7.83,-7.17,8,38.0,34.75,6,190.0,195.0,DELAY_CARRIER|DELAY_WEATHER
ABY,12,114,-7.19,-14.26,12,26.17,22.5,30,195.67,193.87,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
ACK,5,192,-10.22,-10.72,20,33.4,33.2,28,161.07,162.64,DELAY_LATE_AIRCRAFT|DELAY_NAS|CANC_CARRIER
ACK,6,520,-8.7,-13.32,66,36.27,39.27,72,175.81,178.14,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACK,7,674,-7.85,-11.22,128,33.41,32.2,102,137.04,140.27,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACK,8,702,-5.75,-7.06,68,36.24,35.0,94,179.66,181.4,DELAY_LATE_AIRCRAFT|DELAY_NAS|CANC_NAS
ACK,9,310,-9.64,-11.55,22,37.55,40.0,16,116.12,114.5,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACK,10,134,-9.9,-13.55,8,34.5,28.5,6,168.0,162.0,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACT,1,128,-6.52,-8.73,24,36.42,34.25,20,272.8,268.8,DELAY_CARRIER|CANC_WEATHER|DELAY_LATE_AIRCRAFT
ACT,2,160,-4.51,-5.96,6,31.0,36.0,8,82.5,70.25,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACT,3,158,-3.11,-2.57,14,29.57,29.43,8,75.25,69.75,DELAY_NAS|DELAY_LATE_AIRCRAFT|CANC_WEATHER
ACT,4,140,-3.81,-3.81,20,33.8,30.7,12,171.83,179.67,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_WEATHER
ACT,5,136,-6.18,-5.13,14,34.29,31.14,22,187.64,186.91,DELAY_CARRIER|CANC_WEATHER|DELAY_WEATHER
ACT,6,114,-4.09,-3.67,30,34.27,29.67,34,149.94,150.88,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ACT,7,148,-6.15,-4.49,16,45.75,41.5,20,139.0,143.3,DELAY_CARRIER|DELAY_NAS|DELAY_WEATHER
ACT,8,150,-4.36,-1.88,22,36.73,40.73,10,103.8,107.4,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ACT,9,150,-4.89,-5.84,22,27.09,29.64,8,174.75,166.5,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ACT,10,124,-6.16,-7.42,24,33.58,32.5,36,119.56,115.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ACT,11,146,-5.04,-6.81,14,39.86,36.71,8,157.5,153.75,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|CANC_WEATHER
ACT,12,116,-4.9,-3.4,26,33.46,34.46,32,135.06,136.62,DELAY_CARRIER|DELAY_WEATHER|CANC_WEATHER
ACV,1,228,-5.46,-10.39,32,32.88,27.31,30,195.13,190.33,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACV,2,192,-5.95,-5.69,44,37.95,40.18,30,360.0,357.87,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACV,3,206,-4.86,-7.82,58,32.1,31.0,26,205.92,202.46,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACV,4,188,-4.16,-7.59,28,37.07,48.36,24,146.5,145.58,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ACV,5,192,-3.8,-7.79,26,29.15,30.23,24,168.17,174.42,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACV,6,188,-4.09,-7.82,20,34.3,39.0,18,191.11,185.78,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
ACV,7,238,-4.97,-6.76,22,35.18,38.91,20,332.9,337.8,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
ACV,8,226,-4.06,-4.07,32,28.94,30.62,18,184.44,191.11,DELAY_NAS|DELAY_LATE_AIRCRAFT|CANC_WEATHER
ACV,9,234,-5.4,-11.02,16,34.88,31.38,38,285.79,283.37,DELAY_LATE_AIRCRAFT|DELAY_WEATHER|CANC_WEATHER
ACV,10,294,-5.35,-7.61,22,32.91,30.55,40,234.05,234.8,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
ACV,11,270,-5.25,-6.07,32,32.69,29.88,36,105.06,107.11,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ACV,12,274,-5.77,-6.78,22,32.18,39.91,14,169.57,164.29,DELAY_CARRIER|DELAY_NAS|DELAY_WEATHER
ACY,1,446,-5.61,-4.85,48,29.38,30.88,18,138.78,134.56,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACY,2,454,-5.04,-11.72,74,34.32,25.43,32,136.0,134.88,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACY,3,424,-4.62,-9.36,142,33.18,31.79,68,156.47,157.5,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACY,4,514,-6.61,-16.86,50,34.48,28.96,30,132.6,130.53,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ACY,5,468,-4.97,-11.55,70,30.91,24.94,26,135.54,134.46,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACY,6,362,-4.45,-14.98,56,31.46,23.14,58,135.41,129.86,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ACY,7,332,-3.42,-13.07,74,35.84,27.49,34,181.18,171.47,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACY,8,410,-3.63,-9.22,76,31.47,27.79,54,137.96,136.0,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ACY,9,336,-5.68,-13.92,32,28.94,23.38,16,114.0,113.75,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACY,10,368,-5.67,-15.45,26,37.62,27.46,12,112.5,97.83,DELAY_LATE_AIRCRAFT|CANC_WEATHER|DELAY_CARRIER
ACY,11,434,-7.74,-21.13,32,34.38,20.25,12,196.5,179.17,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ACY,12,294,-6.25,-15.26,50,31.6,23.76,34,98.94,89.29,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ADK,1,8,-18.25,-10.75,4,29.5,42.0,0,,,CANC_WEATHER|DELAY_SECURITY
ADK,2,14,-42.14,-39.71,0,,,0,,,CANC_WEATHER
ADK,3,16,-42.88,-40.62,0,,,2,103.0,103.0,DELAY_LATE_AIRCRAFT
ADK,4,10,-22.0,-26.4,2,58.0,53.0,2,225.0,217.0,DELAY_LATE_AIRCRAFT|CANC_WEATHER
ADK,5,14,-33.43,-42.57,4,22.0,17.0,0,,,DELAY_LATE_AIRCRAFT|DELAY_SECURITY
ADK,6,16,-22.75,-18.25,0,,,0,,,CANC_WEATHER
ADK,7,14,-7.0,-9.43,4,37.5,36.5,0,,,DELAY_LATE_AIRCRAFT|DELAY_SECURITY
ADK,8,12,1.17,-0.67,4,49.0,33.5,2,170.0,135.0,DELAY_SECURITY|DELAY_LATE_AIRCRAFT
ADK,9,10,-0.8,-7.6,4,31.0,16.5,2,70.0,73.0,DELAY_LATE_AIRCRAFT|DELAY_SECURITY
ADK,10,14,-14.86,-18.14,2,29.0,16.0,0,,,CANC_WEATHER|DELAY_CARRIER
ADK,11,14,-13.43,-5.0,0,,,2,61.0,73.0,CANC_WEATHER|DELAY_LATE_AIRCRAFT
ADK,12,16,-19.38,-15.62,0,,,0,,,DELAY_NAS
ADQ,1,74,-13.78,-16.86,16,30.62,27.75,16,92.38,83.75,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|CANC_WEATHER
ADQ,2,100,-10.08,-13.96,10,33.8,28.6,6,134.33,126.33,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_WEATHER
ADQ,3,94,-11.47,-14.83,14,26.86,22.43,10,164.0,161.8,DELAY_LATE_AIRCRAFT|CANC_CARRIER|DELAY_CARRIER
ADQ,4,92,-11.63,-15.59,16,39.38,33.5,4,168.5,165.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|CANC_CARRIER
ADQ,5,132,-9.06,-10.79,8,42.0,40.25,4,62.5,52.5,DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ADQ,6,132,-12.14,-11.8,10,36.2,31.8,4,76.5,74.5,DELAY_LATE_AIRCRAFT|CANC_WEATHER|DELAY_CARRIER
ADQ,7,132,-7.03,-6.95,12,24.67,19.0,12,210.0,212.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ADQ,8,146,-8.38,-8.67,16,27.38,24.25,6,100.0,100.0,DELAY_LATE_AIRCRAFT|DELAY_SECURITY|CANC_CARRIER
ADQ,9,172,-12.55,-11.38,6,43.0,47.67,2,87.0,89.0,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
ADQ,10,102,-5.84,-7.24,14,31.43,32.29,6,130.33,131.67,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|CANC_WEATHER
ADQ,11,82,-4.68,-2.56,26,27.46,28.31,6,358.67,357.33,DELAY_LATE_AIRCRAFT|DELAY_WEATHER|DELAY_CARRIER
ADQ,12,104,-7.15,-9.4,6,30.0,29.67,6,169.67,174.67,DELAY_LATE_AIRCRAFT|DELAY_NAS|CANC_WEATHER
AEX,1,230,-4.9,-4.79,32,38.5,32.44,32,249.38,259.19,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
AEX,2,258,-6.29,-10.56,16,33.62,37.75,12,239.67,234.67,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AEX,3,274,-4.73,-10.62,14,34.86,41.43,16,165.25,153.88,DELAY_CARRIER|DELAY_WEATHER|DELAY_LATE_AIRCRAFT
AEX,4,238,-5.61,-8.5,20,35.1,33.8,36,266.72,284.56,DELAY_WEATHER|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
AEX,5,234,-4.56,-5.96,18,27.56,33.67,46,169.96,166.96,DELAY_CARRIER|DELAY_WEATHER|CANC_WEATHER
AEX,6,288,-4.78,-10.49,22,26.18,17.18,24,223.17,227.17,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
AEX,7,258,-4.72,-9.82,38,29.95,25.21,46,217.39,214.74,DELAY_CARRIER|DELAY_WEATHER|DELAY_LATE_AIRCRAFT
AEX,8,308,-5.45,-12.08,14,29.14,24.71,30,158.0,148.2,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AEX,9,280,-4.26,-8.0,32,29.94,29.88,30,165.2,160.87,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AEX,10,282,-6.7,-15.45,28,34.14,26.5,42,176.19,163.81,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
AEX,11,280,-5.64,-11.46,24,28.5,20.17,30,172.73,165.6,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AEX,12,284,-4.39,-11.08,34,31.18,32.76,12,274.33,262.0,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
AGS,1,330,-2.61,-7.24,64,29.97,29.0,94,178.3,173.43,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AGS,2,390,-3.47,-13.11,48,30.96,21.92,40,144.1,134.65,DELAY_CARRIER|DELAY_WEATHER|DELAY_LATE_AIRCRAFT
AGS,3,426,-3.82,-8.38,34,28.0,26.82,38,176.74,170.47,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AGS,4,754,-3.01,-5.85,148,30.93,27.65,64,100.84,101.16,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AGS,5,492,-3.72,-7.45,56,33.0,30.68,64,177.59,177.41,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AGS,6,634,-4.76,-9.42,58,28.45,23.38,42,127.38,124.81,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
AGS,7,526,-3.56,-5.45,78,33.69,27.31,120,171.17,171.05,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AGS,8,588,-4.68,-8.57,64,33.53,26.81,52,183.58,177.15,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AGS,9,610,-4.67,-7.42,58,33.21,34.0,78,222.56,220.33,CANC_WEATHER|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
AGS,10,528,-3.77,-8.66,64,28.94,23.97,90,204.67,204.84,DELAY_WEATHER|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
AGS,11,564,-2.89,-7.2,54,24.41,21.33,28,134.36,130.64,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
AGS,12,428,-1.4,-7.24,78,30.92,23.69,74,189.54,182.05,DELAY_CARRIER|DELAY_NAS|DELAY_LATE_AIRCRAFT
AKN,4,14,-28.0,-27.0,0,,,0,,,N/D
AKN,5,38,-16.0,-15.11,4,25.0,13.0,0,,,CANC_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
AKN,6,68,-11.91,-8.59,4,23.0,24.5,0,,,DELAY_NAS|DELAY_LATE_AIRCRAFT
AKN,7,76,-6.18,-0.29,12,33.33,41.5,4,80.0,81.0,DELAY_LATE_AIRCRAFT|DELAY_SECURITY|DELAY_NAS
AKN,8,62,-11.74,-9.48,12,18.33,20.33,0,,,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AKN,9,48,-15.67,-12.21,12,31.83,30.0,0,,,DELAY_LATE_AIRCRAFT|DELAY_SECURITY
ALB,1,1330,-3.58,-9.59,220,28.14,28.25,122,139.36,143.87,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
ALB,2,1530,-3.64,-16.75,160,29.84,18.65,70,143.74,134.97,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,3,1618,-3.01,-11.75,256,30.62,25.06,136,178.04,180.82,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,4,1654,-3.81,-11.08,224,29.99,23.83,116,246.76,242.57,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,5,1596,-3.59,-9.99,274,30.73,22.43,144,135.88,131.26,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,6,1598,-3.58,-9.84,268,31.23,23.08,166,174.82,172.11,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,7,1424,-2.56,-6.88,320,32.92,30.29,282,159.25,162.76,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ALB,8,1610,-2.82,-7.68,302,30.22,29.71,202,170.47,172.08,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALB,9,1834,-4.96,-10.52,190,29.71,24.32,64,230.19,227.03,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ALB,10,1856,-4.1,-12.65,236,27.42,16.56,58,177.41,168.86,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_NAS
ALB,11,1694,-4.39,-15.36,138,28.45,17.78,66,206.18,193.27,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ALB,12,1466,-2.86,-8.12,282,31.92,25.6,196,203.65,199.54,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
ALW,1,84,-5.07,6.52,6,39.0,47.0,8,172.25,187.25,CANC_WEATHER|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ALW,2,104,-6.77,-0.15,2,49.0,75.0,4,96.0,95.0,DELAY_NAS|CANC_WEATHER|DELAY_LATE_AIRCRAFT
ALW,3,120,-7.17,-4.13,2,44.0,44.0,2,63.0,80.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT|DELAY_WEATHER
ALW,4,118,-6.41,-4.75,0,,,2,78.0,74.0,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ALW,5,114,-5.23,-6.0,6,20.67,20.67,0,,,DELAY_CARRIER|DELAY_LATE_AIRCRAFT
ALW,6,104,-3.56,-3.94,6,37.33,33.33,8,92.0,95.5,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ALW,7,100,-3.84,-5.88,20,24.9,25.2,0,,,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
ALW,8,106,-6.13,-5.77,12,28.17,31.83,4,94.0,102.5,DELAY_LATE_AIRCRAFT|DELAY_NAS|CANC_CARRIER
ALW,9,104,-5.92,-1.92,12,37.17,44.0,4,91.0,90.5,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,1,616,-4.44,-6.51,80,31.1,30.95,60,173.9,168.53,DELAY_LATE_AIRCRAFT|DELAY_NAS|CANC_WEATHER
AMA,2,706,-5.73,-10.17,58,32.83,31.48,18,104.44,91.0,DELAY_NAS|DELAY_CARRIER|DELAY_LATE_AIRCRAFT
AMA,3,730,-5.33,-9.15,66,33.12,32.15,48,139.46,139.29,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,4,614,-4.29,-8.45,58,33.1,30.28,52,147.38,155.54,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,5,586,-3.78,-7.64,114,34.37,32.4,98,156.02,158.06,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,6,682,-3.98,-9.09,120,30.65,27.45,78,179.9,177.28,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AMA,7,724,-3.71,-8.17,142,33.72,29.18,60,140.8,137.27,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AMA,8,764,-5.19,-9.28,100,34.28,32.46,52,150.12,145.69,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
AMA,9,750,-4.8,-5.73,58,32.45,33.83,42,125.33,126.38,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,10,812,-4.73,-8.86,84,33.93,28.1,26,140.0,129.85,DELAY_LATE_AIRCRAFT|DELAY_NAS|DELAY_CARRIER
AMA,11,682,-4.02,-8.64,70,31.54,26.89,40,153.35,149.65,DELAY_NAS|DELAY_LATE_AIRCRAFT|DELAY_CARRIER
AMA,12,700,-4.07,-10.4,66,34.27,25.15,60,160.9,161.47,DELAY_LATE_AIRCRAFT|DELAY_CARRIER|DELAY_NAS
